query_id,category,avg_runtime_ms,priority,priority_score,join_type,rows_examined,index_coverage,has_filesort,has_full_scan,reasons
Q035,two_table_joins,59.95,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q053,two_table_joins,0.71,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q036,two_table_joins,172.06,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q039,two_table_joins,50.16,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q040,two_table_joins,185.99,HIGH,1.0,ALL,148466,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (148,466)"
Q046,two_table_joins,120.32,HIGH,1.0,ALL,82491,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index)
Q047,two_table_joins,76.13,HIGH,1.0,ALL,82491,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index)
Q048,two_table_joins,0.37,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q049,two_table_joins,0.34,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q096,two_table_joins,177.47,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q097,two_table_joins,232.97,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q099,two_table_joins,221.19,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q174,two_table_joins,211.91,HIGH,1.0,ALL,594746,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); High rows examined (594,746)"
Q157,two_table_joins,223.73,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; Using temporary table; High rows examined (148,466)"
Q158,two_table_joins,151.68,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; Using temporary table; High rows examined (148,466)"
Q163,two_table_joins,74.9,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected; Using temporary table
Q164,two_table_joins,26.45,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected; Using temporary table
Q167,two_table_joins,29.69,HIGH,1.0,ALL,19922,0.5,False,True,Full table scan detected; Using temporary table
Q168,two_table_joins,58.17,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected; Using temporary table
Q171,two_table_joins,82.02,HIGH,1.0,ALL,14906,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q175,two_table_joins,66.85,HIGH,1.0,ALL,19922,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q100,two_table_joins,170.51,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q176,two_table_joins,77.05,HIGH,1.0,ALL,82491,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q177,two_table_joins,28.99,HIGH,1.0,ALL,82491,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index)
Q179,two_table_joins,42.05,HIGH,1.0,ALL,163358,0.333,False,True,"Full table scan detected; Low index coverage (33%); High rows examined (163,358)"
Q180,two_table_joins,32.19,HIGH,1.0,ALL,163358,0.333,False,True,"Full table scan detected; Low index coverage (33%); High rows examined (163,358)"
Q187,two_table_joins,140.36,HIGH,1.0,ALL,148466,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,466)"
Q190,two_table_joins,55.93,HIGH,1.0,ALL,19922,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q192,two_table_joins,42.93,HIGH,1.0,ALL,14906,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q153,two_table_joins,67.33,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected; Using temporary table
Q152,two_table_joins,69.99,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected; Using temporary table
Q151,two_table_joins,68.04,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected; Using temporary table
Q149,two_table_joins,56.23,HIGH,1.0,ALL,19922,0.5,False,True,Full table scan detected; Using temporary table
Q123,two_table_joins,63.9,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q124,two_table_joins,33.31,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q125,two_table_joins,22.44,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q126,two_table_joins,48.99,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q127,two_table_joins,41.84,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q128,two_table_joins,57.9,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q129,two_table_joins,57.67,HIGH,1.0,ALL,82491,0.5,False,True,Full table scan detected
Q130,two_table_joins,200.68,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q131,two_table_joins,248.15,HIGH,1.0,ALL,594746,0.5,False,True,"Full table scan detected; High rows examined (594,746)"
Q134,two_table_joins,286.31,HIGH,1.0,ALL,14906,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q137,two_table_joins,203.07,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; Using temporary table; High rows examined (148,466)"
Q138,two_table_joins,213.81,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; Using temporary table; High rows examined (148,466)"
Q139,two_table_joins,135.39,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; Using temporary table; High rows examined (148,466)"
Q140,two_table_joins,135.66,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; Using temporary table; High rows examined (148,466)"
Q146,three_table_joins,190.25,HIGH,1.0,ALL,639,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q006,two_table_joins,79.97,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q005,two_table_joins,80.87,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q003,two_table_joins,134.25,HIGH,1.0,ALL,148466,0.5,False,True,"Full table scan detected; High rows examined (148,466)"
Q052,single_table_filters,122.2,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q045,single_table_filters,230.78,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q046,single_table_filters,201.74,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q047,single_table_filters,143.99,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q048,single_table_filters,101.44,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q049,single_table_filters,121.62,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q050,single_table_filters,119.21,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q051,single_table_filters,229.6,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q053,single_table_filters,97.04,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q065,single_table_filters,2.93,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q054,single_table_filters,24.79,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q055,single_table_filters,21.28,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q057,single_table_filters,5.36,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q058,single_table_filters,10.36,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q060,single_table_filters,6.37,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q061,single_table_filters,3.17,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q062,single_table_filters,11.41,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q044,single_table_filters,259.89,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q043,single_table_filters,662.97,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (663ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q042,single_table_filters,479.01,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q041,single_table_filters,407.84,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q004,single_table_filters,172.45,HIGH,1.0,ALL,148465,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (148,465)"
Q010,single_table_filters,159.57,HIGH,1.0,ALL,148465,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (148,465)"
Q027,single_table_filters,1620.06,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1620ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q028,single_table_filters,1124.84,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1125ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q029,single_table_filters,1139.03,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1139ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q030,single_table_filters,1198.59,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1199ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q031,single_table_filters,1055.06,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1055ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q032,single_table_filters,576.21,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (576ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q034,single_table_filters,820.23,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (820ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q035,single_table_filters,1452.32,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1452ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q036,single_table_filters,282.86,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q037,single_table_filters,648.45,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (648ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q038,single_table_filters,1193.47,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Slow query (1193ms > 500ms threshold); Low index coverage (0%); High rows examined (594,745)"
Q039,single_table_filters,101.21,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q040,single_table_filters,172.62,HIGH,1.0,ALL,594745,0.0,False,True,"Full table scan detected; Low index coverage (0%); High rows examined (594,745)"
Q063,single_table_filters,5.62,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q066,single_table_filters,9.55,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q002,two_table_joins,115.89,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q104,single_table_filters,0.77,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q097,single_table_filters,0.57,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q098,single_table_filters,0.28,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q099,single_table_filters,0.68,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q100,single_table_filters,0.4,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q101,single_table_filters,1.35,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q102,single_table_filters,0.53,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q103,single_table_filters,0.32,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q105,single_table_filters,3.33,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q067,single_table_filters,7.01,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q106,single_table_filters,0.8,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q107,single_table_filters,1.47,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q108,single_table_filters,0.71,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q109,single_table_filters,0.31,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q110,single_table_filters,0.32,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q111,single_table_filters,0.32,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q001,two_table_joins,88.67,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected
Q096,single_table_filters,1.53,HIGH,1.0,ALL,1000,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q094,single_table_filters,8.05,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q093,single_table_filters,13.26,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q092,single_table_filters,18.51,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q068,single_table_filters,6.94,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q069,single_table_filters,6.69,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q070,single_table_filters,6.24,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q071,single_table_filters,5.96,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q072,single_table_filters,3.03,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q073,single_table_filters,3.31,HIGH,1.0,ALL,14892,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q078,single_table_filters,34.08,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q079,single_table_filters,31.22,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q080,single_table_filters,6.94,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q081,single_table_filters,24.78,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q082,single_table_filters,3.83,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q084,single_table_filters,24.57,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q085,single_table_filters,3.12,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q086,single_table_filters,5.96,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q091,single_table_filters,18.17,HIGH,1.0,ALL,19919,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q194,two_table_joins,129.56,HIGH,1.0,ALL,19922,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q141,two_table_joins,144.51,HIGH,1.0,ALL,14906,0.5,False,True,Full table scan detected; Using temporary table
Q200,complex_queries,1617.62,HIGH,1.0,ALL,905572,0.5,True,True,"Full table scan detected; Slow query (1618ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (905,572)"
Q079,three_table_joins,0.47,HIGH,1.0,ALL,1002,0.667,False,True,Full table scan detected; Using temporary table
Q072,three_table_joins,0.73,HIGH,1.0,ALL,1030,0.0,False,True,Full table scan detected; Low index coverage (0%)
Q135,three_table_joins,663.77,HIGH,1.0,ALL,643,0.6,True,True,Full table scan detected; Slow query (664ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q074,three_table_joins,1.23,HIGH,1.0,ALL,1002,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q125,three_table_joins,132.91,HIGH,1.0,ALL,82493,0.75,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q075,three_table_joins,1.36,HIGH,1.0,ALL,1002,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q076,three_table_joins,1.63,HIGH,1.0,ALL,1006,0.333,False,True,Full table scan detected; Low index coverage (33%); Using temporary table
Q077,three_table_joins,0.47,HIGH,1.0,ALL,1002,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index)
Q078,three_table_joins,1.44,HIGH,1.0,ALL,1002,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q122,three_table_joins,1400.83,HIGH,1.0,ALL,19950,0.75,True,True,Full table scan detected; Slow query (1401ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q139,three_table_joins,3.42,HIGH,1.0,ALL,625,0.333,False,True,Full table scan detected; Low index coverage (33%); Using temporary table
Q041,three_table_joins,1781.86,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected; Slow query (1782ms > 500ms threshold)
Q080,three_table_joins,1.37,HIGH,1.0,ALL,1030,0.0,True,True,Full table scan detected; Low index coverage (0%); Using filesort (ORDER BY not using index); Using temporary table
Q140,three_table_joins,758.99,HIGH,1.0,ALL,19949,0.667,True,True,Full table scan detected; Slow query (759ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q081,three_table_joins,13.76,HIGH,1.0,ALL,625,0.333,False,True,Full table scan detected; Low index coverage (33%)
Q082,three_table_joins,2.91,HIGH,1.0,ALL,625,0.333,False,True,Full table scan detected; Low index coverage (33%)
Q029,three_table_joins,1006.32,HIGH,1.0,ALL,19949,0.667,True,True,Full table scan detected; Slow query (1006ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q083,three_table_joins,2.83,HIGH,1.0,ALL,625,0.333,False,True,Full table scan detected; Low index coverage (33%)
Q084,three_table_joins,3.38,HIGH,1.0,ALL,625,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q120,three_table_joins,481.27,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q059,three_table_joins,666.7,HIGH,1.0,ALL,594748,0.75,True,True,"Full table scan detected; Slow query (667ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,748)"
Q134,three_table_joins,163.75,HIGH,1.0,ALL,19925,0.8,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q042,three_table_joins,1381.49,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected; Slow query (1381ms > 500ms threshold)
Q023,three_table_joins,274.31,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected
Q052,three_table_joins,145.15,HIGH,1.0,ALL,19952,0.75,False,True,Full table scan detected
Q127,three_table_joins,144.01,HIGH,1.0,ALL,148466,0.5,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,466)"
Q128,three_table_joins,1424.5,HIGH,1.0,ALL,19950,0.75,True,True,Full table scan detected; Slow query (1425ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q060,three_table_joins,1466.21,HIGH,1.0,ALL,594748,0.75,True,True,"Full table scan detected; Slow query (1466ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,748)"
Q130,three_table_joins,161.33,HIGH,1.0,ALL,19925,0.8,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q056,three_table_joins,1546.81,HIGH,1.0,ALL,19950,0.75,True,True,Full table scan detected; Slow query (1547ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q055,three_table_joins,636.87,HIGH,1.0,ALL,594748,0.75,False,True,"Full table scan detected; Slow query (637ms > 500ms threshold); High rows examined (594,748)"
Q062,three_table_joins,178.33,HIGH,1.0,ALL,14910,0.667,False,True,Full table scan detected
Q053,three_table_joins,2667.38,HIGH,1.0,ALL,19950,0.75,True,True,Full table scan detected; Slow query (2667ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q131,three_table_joins,575.29,HIGH,1.0,ALL,148470,0.667,True,True,"Full table scan detected; Slow query (575ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,470)"
Q051,three_table_joins,1587.18,HIGH,1.0,ALL,19950,0.75,False,True,Full table scan detected; Slow query (1587ms > 500ms threshold)
Q043,three_table_joins,1138.97,HIGH,1.0,ALL,19951,0.667,False,True,Full table scan detected; Slow query (1139ms > 500ms threshold)
Q050,three_table_joins,1227.71,HIGH,1.0,ALL,19951,0.667,True,True,Full table scan detected; Slow query (1228ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q049,three_table_joins,606.9,HIGH,1.0,ALL,594747,0.667,True,True,"Full table scan detected; Slow query (607ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (594,747)"
Q048,three_table_joins,1423.49,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected; Slow query (1423ms > 500ms threshold); Using temporary table
Q047,three_table_joins,1518.47,HIGH,1.0,ALL,19949,0.667,True,True,Full table scan detected; Slow query (1518ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q068,three_table_joins,516.77,HIGH,1.0,ALL,148470,0.667,True,True,"Full table scan detected; Slow query (517ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,470)"
Q069,three_table_joins,102.44,HIGH,1.0,ALL,14910,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q045,three_table_joins,1335.22,HIGH,1.0,ALL,19949,0.667,True,True,Full table scan detected; Slow query (1335ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q044,three_table_joins,1437.54,HIGH,1.0,ALL,19949,0.667,True,True,Full table scan detected; Slow query (1438ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q071,three_table_joins,3.26,HIGH,1.0,ALL,1002,0.667,False,True,Full table scan detected
Q024,three_table_joins,851.8,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected; Slow query (852ms > 500ms threshold)
Q025,three_table_joins,1067.22,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected; Slow query (1067ms > 500ms threshold)
Q022,three_table_joins,972.52,HIGH,1.0,ALL,19949,0.667,False,True,Full table scan detected; Slow query (973ms > 500ms threshold)
Q011,three_table_joins,123.47,HIGH,1.0,ALL,639,0.5,False,True,Full table scan detected
Q102,three_table_joins,309.61,HIGH,1.0,ALL,643,0.6,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q104,three_table_joins,609.07,HIGH,1.0,ALL,19951,0.8,False,True,Full table scan detected; Slow query (609ms > 500ms threshold)
Q086,three_table_joins,11.89,HIGH,1.0,ALL,625,0.333,False,True,Full table scan detected; Low index coverage (33%); Using temporary table
Q007,three_table_joins,5.15,HIGH,1.0,ALL,634,0.667,False,True,Full table scan detected
Q006,three_table_joins,8.41,HIGH,1.0,ALL,634,0.667,False,True,Full table scan detected
Q119,three_table_joins,1194.72,HIGH,1.0,ALL,148473,0.833,True,True,"Full table scan detected; Slow query (1195ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,473)"
Q004,three_table_joins,62.1,HIGH,1.0,ALL,14907,0.667,False,True,Full table scan detected
Q105,three_table_joins,3768.32,HIGH,1.0,ALL,19953,0.8,True,True,Full table scan detected; Slow query (3768ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q108,three_table_joins,434.67,HIGH,1.0,ALL,148473,0.833,True,True,"Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table; High rows examined (148,473)"
Q113,three_table_joins,1192.12,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Slow query (1192ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q002,three_table_joins,9.91,HIGH,1.0,ALL,634,0.667,False,True,Full table scan detected
Q001,three_table_joins,105.56,HIGH,1.0,ALL,634,0.667,False,True,Full table scan detected
Q114,three_table_joins,905.61,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Slow query (906ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q115,three_table_joins,4081.77,HIGH,1.0,ALL,19954,0.833,True,True,Full table scan detected; Slow query (4082ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q200,two_table_joins,98.1,HIGH,1.0,ALL,82491,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q116,three_table_joins,918.77,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Slow query (919ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q198,two_table_joins,375.36,HIGH,1.0,ALL,14906,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q118,three_table_joins,1129.11,HIGH,1.0,ALL,644,0.667,True,True,Full table scan detected; Slow query (1129ms > 500ms threshold); Using filesort (ORDER BY not using index); Using temporary table
Q197,two_table_joins,1.14,HIGH,1.0,ALL,19923,0.667,False,True,Full table scan detected
Q010,three_table_joins,41.35,HIGH,1.0,ALL,634,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q143,three_table_joins,101.18,HIGH,1.0,ALL,19923,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q012,three_table_joins,21.32,HIGH,1.0,ALL,639,0.5,False,True,Full table scan detected
Q017,three_table_joins,261.97,HIGH,1.0,ALL,639,0.5,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q087,three_table_joins,12.8,HIGH,1.0,ALL,625,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q089,three_table_joins,10.5,HIGH,1.0,ALL,625,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q090,three_table_joins,0.2,HIGH,1.0,ALL,625,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q020,three_table_joins,1.28,HIGH,1.0,ALL,625,0.333,True,True,Full table scan detected; Low index coverage (33%); Using filesort (ORDER BY not using index); Using temporary table
Q019,three_table_joins,184.72,HIGH,1.0,ALL,639,0.5,False,True,Full table scan detected; Using temporary table
Q101,three_table_joins,4129.47,HIGH,1.0,ALL,643,0.6,False,True,Full table scan detected; Slow query (4129ms > 500ms threshold); Using temporary table
Q141,three_table_joins,89.96,HIGH,1.0,ALL,634,0.667,True,True,Full table scan detected; Using filesort (ORDER BY not using index); Using temporary table
Q018,three_table_joins,185.07,HIGH,1.0,ALL,639,0.5,False,True,Full table scan detected; Using temporary table
