query_id,category,error,sql
TWO_Q081,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q082,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q083,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q084,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q086,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_SHIPDATE FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q090,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q091,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q092,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q093,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_QUANTITY FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q129,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, l.L_DISCOUNT FROM   ORDERS o JOIN LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHE"
TWO_Q141,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, COUNT(l.L_LINENUMBER) AS line_count FROM   ORDERS  o JOIN   LINEITEM l ON o.O_O"
TWO_Q152,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, COUNT(l.L_LINENUMBER) AS line_count, AVG(l.L_QUANTITY)     AS avg_qty FROM   OR"
TWO_Q163,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ",SELECT DISTINCT l.L_SHIPDATE FROM   ORDERS  o JOIN   LINEITEM l ON o.O_ORDERKEY = l.L_ORDERKEY WHERE
TWO_Q192,two_table_joins,"3024 (HY000): Query execution was interrupted, maximum statement execution time ","SELECT o.O_ORDERKEY, o.O_TOTALPRICE FROM   ORDERS o WHERE  EXISTS ( SELECT 1 FROM LINEITEM l WHERE l"
